Date,City,PM25,O3,NO2,SO2,CO
2022-06-02,Mississauga,40,29,4, ,1
2022-06-03,Mississauga,10,40,3,1,1
2022-06-04,Mississauga,25,32,2, ,1
2022-06-05,Mississauga,15,41,6,1,2
2022-06-06,Mississauga,26,30,6, ,2
2022-06-07,Mississauga,37,26,3, ,2
2022-06-08,Mississauga,40,26,3, ,1
2022-06-09,Mississauga,12,28,4, ,1
2022-06-10,Mississauga,27,28,2, ,1
2022-06-11,Mississauga,18,38,4,1,2
2022-06-12,Mississauga,32,33,3, ,2
2022-06-13,Mississauga,41,25,8, ,1
2022-06-14,Mississauga,15,22,6,1,2
2022-06-15,Mississauga,28,31,5, ,2
2022-06-16,Mississauga,37,44,3, ,2
2022-06-17,Mississauga,64,32,2, ,1
2022-06-18,Mississauga,16,27,1, , 
2022-06-19,Mississauga,15,34,3, ,1
2022-06-20,Mississauga,32,41,4,6,1
2022-06-21,Mississauga,33,68,6,1,2
2022-06-22,Mississauga,57,46,4, ,3
2022-06-23,Mississauga,50,30,3, ,1
2022-06-24,Mississauga,20,40,7,1,1
2022-06-25,Mississauga,26,49,4,1,2
2022-06-26,Mississauga,45,45,4, ,2
2022-06-27,Mississauga,65,25,1, ,1
2022-06-28,Mississauga,13,32,2,1,1
2022-06-29,Mississauga,21,38,5, ,2
2022-06-30,Mississauga,29,33,8,1,2
2022-07-01,Mississauga,25,51,4,2,2
2022-01-04,Mississauga,24,22,9, ,2
2022-01-05,Mississauga,43,19,9, ,1
2022-01-06,Mississauga,40,19,4, ,2
2022-01-07,Mississauga,28,24,5, ,2
2022-01-08,Mississauga,22,25,12, ,2
2022-01-09,Mississauga,34,29,3, ,2
2022-01-10,Mississauga,23,28,2, ,1
2022-01-11,Mississauga,18,23,10, ,2
2022-01-12,Mississauga,35,20,5, ,2
2022-01-13,Mississauga,45,20,18, ,3
2022-01-14,Mississauga,55,22,6, ,2
2022-01-15,Mississauga,12,18,10, ,2
2022-01-16,Mississauga,26,26,18, ,3
2022-01-17,Mississauga,37,28,5, ,2
2022-01-18,Mississauga,18,25,9, ,2
2022-01-19,Mississauga,26,28,3, ,2
2022-01-20,Mississauga,34,21,11, ,2
2022-01-21,Mississauga,19,21,19, ,4
2022-01-22,Mississauga,25,25,20,1,4
2022-01-23,Mississauga,51,26,5, ,2
2022-01-24,Mississauga,24,23,17, ,4
2022-01-25,Mississauga,35,27,8, ,2
2022-01-26,Mississauga,23,22,22, ,3
2022-01-27,Mississauga,30,24,10, ,2
2022-01-28,Mississauga,46,22,10, ,2
2022-01-29,Mississauga,27,24,20, ,3
2022-01-30,Mississauga,36,30,9, ,3
2022-01-31,Mississauga,46,26,15,1,3
2022-02-01,Mississauga,74,31,18, ,2
2022-02-02,Mississauga,61,27,13,1,2
2022-02-03,Mississauga,45,21,7, ,1
2022-02-04,Mississauga,12,18,12, ,2
2022-02-05,Mississauga,20,24,9, ,2
2022-02-06,Mississauga,24,31,6,2,1
2022-02-07,Mississauga,41,31,9,2,2
2022-02-08,Mississauga,58,26,6, ,2
2022-02-09,Mississauga,30,32,18,1,2
2022-02-10,Mississauga,45,28,3, ,2
2022-02-11,Mississauga,38,25,5, ,2
2022-02-12,Mississauga,28,24,1, ,2
2022-02-13,Mississauga,23,23,9, ,2
2022-02-14,Mississauga,28,27,8, ,2
2022-02-15,Mississauga,21,31,6, ,2
2022-02-16,Mississauga,46,39,6,1,2
2022-02-17,Mississauga,54,22,9, ,2
2022-02-18,Mississauga,33,30,2, ,1
2022-02-19,Mississauga,11,31,1, ,1
2022-02-20,Mississauga,21,32,4,1,1
2022-02-21,Mississauga,24,28,4, ,2
2022-02-22,Mississauga,29,27,8, ,3
2022-02-23,Mississauga,26,23,1, ,2
2022-02-24,Mississauga,17,28,6, ,2
2022-02-25,Mississauga,14,28,6, ,2
2022-02-26,Mississauga,13,33,6, ,2
2022-02-27,Mississauga,29,34,1, ,2
2022-02-28,Mississauga,37,31,7, ,2
2022-03-01,Mississauga,19,33,5, ,2
2022-03-02,Mississauga,47,33,5, ,2
2022-03-03,Mississauga,32,29,2, ,1
2022-03-04,Mississauga,15,32,8, ,2
2022-03-05,Mississauga,34,33,7, ,3
2022-03-06,Mississauga,46,30,5, ,3
2022-03-07,Mississauga,32,28,5, ,2
2022-03-08,Mississauga,12,35,1, ,1
2022-03-09,Mississauga,16,29,13, ,2
2022-03-10,Mississauga,51,32,7, ,2
2022-03-11,Mississauga,27,34,9, ,2
2022-03-12,Mississauga,29,32, , ,2
2022-03-13,Mississauga,14,27,2,1,2
2022-03-14,Mississauga,33,21,12,2,3
2022-03-15,Mississauga,61,17,18,1,3
2022-03-16,Mississauga,45,27,13,1,3
2022-03-17,Mississauga,53,25,13,3,4
2022-03-18,Mississauga,43,28,11,1,3
2022-03-19,Mississauga,53,25,2, ,2
2022-03-20,Mississauga,36,30,1, ,2
2022-03-21,Mississauga,13,32,4,1,2
2022-03-22,Mississauga,21,32,9,1,2
2022-03-23,Mississauga,18,32,1,1,1
2022-03-24,Mississauga,15,22,3,1,2
2022-03-25,Mississauga,23,27,2, ,2
2022-03-26,Mississauga,19,24,2, ,2
2022-03-27,Mississauga,17,30,1, ,1
2022-03-28,Mississauga,8,26,2,1,1
2022-03-29,Mississauga,14,32,6,1,2
2022-03-30,Mississauga,25,30,9,1,2
2022-03-31,Mississauga,27,29,5,1,2
2022-04-01,Mississauga,36,31,1, ,2
2021-10-02,Mississauga,24,40,2, ,2
2021-10-03,Mississauga,39,24,3,1,2
2021-10-04,Mississauga,46,15,4, , 
2021-10-05,Mississauga,17,10,4, , 
2021-10-06,Mississauga,23,14,3, , 
2021-10-07,Mississauga,18,15,5, , 
2021-10-08,Mississauga,28,24,4, , 
2021-10-09,Mississauga,21,20,2, , 
2021-10-10,Mississauga,36,19,1, , 
2021-10-11,Mississauga,23,20,2, , 
2021-10-12,Mississauga,14,21,3, , 
2021-10-13,Mississauga,29,24,3, , 
2021-10-14,Mississauga,22,25,5, , 
2021-10-15,Mississauga,38,10,8, , 
2021-10-16,Mississauga,29,24,3, , 
2021-10-17,Mississauga,18,25, , , 
2021-10-18,Mississauga,11,25,3, , 
2021-10-19,Mississauga,9,34,5, , 
2021-10-20,Mississauga,27,32,6, , 
2021-10-21,Mississauga,45,21,5, , 
2021-10-22,Mississauga,50,16,2, , 
2021-10-23,Mississauga,10,11,8, , 
2021-10-24,Mississauga,21,20,6, , 
2021-10-25,Mississauga,32,19,6, , 
2021-10-26,Mississauga,28,13,3, , 
2021-10-28,Mississauga,24,20,6, , 
2021-10-29,Mississauga,24,23,1, ,1
2021-10-30,Mississauga,33,22,1, ,1
2021-10-31,Mississauga,10,23,2, ,1
2021-11-01,Mississauga,21,23,2, ,1
2021-11-02,Mississauga,6,20,4, ,1
2021-11-03,Mississauga,15,22,5, ,2
2021-11-04,Mississauga,10,18,12, ,3
2021-11-05,Mississauga,30,19,15, ,4
2021-11-06,Mississauga,34,26,10,1,4
2021-11-07,Mississauga,38,30,8, ,3
2021-11-08,Mississauga,52,31,8,1,6
2021-11-09,Mississauga,54,16,12, ,3
2021-11-10,Mississauga,45,19,13, ,3
2021-11-11,Mississauga,19,25,6, ,2
2021-11-12,Mississauga,28,23,3, ,1
2021-11-13,Mississauga,22,16,1, ,1
2021-11-14,Mississauga,13,15,4, ,1
2021-11-15,Mississauga,19,19,6, ,2
2021-11-16,Mississauga,16,21,6, ,2
2021-11-17,Mississauga,15,31,8, ,2
2021-11-18,Mississauga,41,21,2, ,1
2021-11-19,Mississauga,34,23,3, ,1
2021-11-20,Mississauga,10,22,6, ,2
2021-11-21,Mississauga,24,24,7, ,3
2021-11-22,Mississauga,35,23,2, ,1
2021-11-23,Mississauga,21,25,7, ,2
2021-11-24,Mississauga,8,17,13,1,2
2021-11-25,Mississauga,23,17,6, ,2
2021-11-26,Mississauga,30,23,1, ,1
2021-11-27,Mississauga,11,25,3, ,1
2021-11-28,Mississauga,5,12,16, ,2
2021-11-29,Mississauga,32,14,16, ,3
2021-11-30,Mississauga,21,20,15, ,3
2021-12-01,Mississauga,48,23,4, ,1
2021-12-02,Mississauga,19,24,3, ,1
2021-12-03,Mississauga,49,26,4, ,1
2021-12-04,Mississauga,7,26,4, ,1
2021-12-05,Mississauga,23,24,2, ,1
2021-12-06,Mississauga,19,24,2, ,1
2021-12-07,Mississauga,36,23,3, ,1
2021-12-08,Mississauga,9,13,15, ,2
2021-12-09,Mississauga,49,24,8, ,1
2021-12-10,Mississauga,31,11,13, ,4
2021-12-11,Mississauga,62,28,3, ,1
2021-12-12,Mississauga,36,25,1, ,1
2021-12-13,Mississauga,12,22,4, ,2
2021-12-14,Mississauga,24,21,9, ,2
2021-12-15,Mississauga,24,20,6, ,1
2021-12-16,Mississauga,25,25,7,2,1
2021-12-17,Mississauga,41,20,4, ,2
2021-12-18,Mississauga,13,19,5, ,1
2021-12-19,Mississauga,15,21,6, ,2
2021-12-20,Mississauga,21,20,12, ,3
2021-12-21,Mississauga,42,22,8, ,2
2021-12-22,Mississauga,36,24,3, ,1
2021-12-23,Mississauga,27,22,5, ,2
2021-12-24,Mississauga,29,18,4, ,2
2021-12-25,Mississauga,51,21,8, ,3
2021-12-26,Mississauga,41,23,2, ,2
2021-12-27,Mississauga,14,18,3, ,2
2021-12-28,Mississauga,22,19,6, ,2
2021-12-29,Mississauga,26,12,11, ,2
2021-12-30,Mississauga,45,11,13, ,3
2021-12-31,Mississauga,35,11,6, ,3
2022-01-01,Mississauga,55,19,7, ,2
2022-01-02,Mississauga,48,23,3, ,1
2022-01-03,Mississauga,9,20,15, ,2
2021-07-02,Mississauga,37,18,2, ,1
2021-07-03,Mississauga,13,26,3, ,1
2021-07-04,Mississauga,19,22,2, ,1
2021-07-05,Mississauga,34,43,4, ,2
2021-07-06,Mississauga,56,32,2, ,3
2021-07-07,Mississauga,67,16,2, ,1
2021-07-08,Mississauga,39,13,5, ,1
2021-07-09,Mississauga,19,11,3, ,2
2021-07-10,Mississauga,23,20,4, ,1
2021-07-11,Mississauga,14,19,5, ,2
2021-07-12,Mississauga,48,29,2, ,1
2021-07-13,Mississauga,17,28,2, ,1
2021-07-14,Mississauga,33,34,2, ,2
2021-07-15,Mississauga,48,39,2, ,2
2021-07-16,Mississauga,40,30,5, ,2
2021-07-17,Mississauga,20,21,2, ,2
2021-07-18,Mississauga,33,23,3, ,2
2021-07-19,Mississauga,38,35,5, ,4
2021-07-20,Mississauga,98,36,4, ,4
2021-07-21,Mississauga,86,23,2, ,1
2021-07-22,Mississauga,10,22,4, ,1
2021-07-23,Mississauga,28,43,7, ,1
2021-07-24,Mississauga,31,33,5, ,2
2021-07-25,Mississauga,62,37,1, ,3
2021-07-26,Mississauga,53,37,5, ,4
2021-07-27,Mississauga,64,35,7, ,3
2021-07-28,Mississauga,53,22,3, ,2
2021-07-29,Mississauga,53,35,6, ,2
2021-07-30,Mississauga,36,22,2, ,1
2021-07-31,Mississauga,12,22,4, ,1
2021-08-01,Mississauga,27,22,1, ,2
2021-08-02,Mississauga,33,27,3, ,1
2021-08-03,Mississauga,20,33,4, ,2
2021-08-04,Mississauga,37,35,6, ,2
2021-08-05,Mississauga,42,40,9, ,3
2021-08-06,Mississauga,59,47,4, ,3
2021-08-07,Mississauga,55,35,4, ,2
2021-08-08,Mississauga,59,41,4, ,4
2021-08-09,Mississauga,56,37,4, ,3
2021-08-10,Mississauga,59,29,3, ,2
2021-08-11,Mississauga,53,38,2, ,2
2021-08-12,Mississauga,36,36,2, ,2
2021-08-13,Mississauga,31,32,3, ,2
2021-08-14,Mississauga,41,28,2, ,2
2021-08-15,Mississauga,10,22,3, ,1
2021-08-16,Mississauga,14,25,5, ,2
2021-08-17,Mississauga,30,25,7, ,2
2021-08-18,Mississauga,42,22,5, ,2
2021-08-19,Mississauga,37,39,6, ,2
2021-08-20,Mississauga,23,42,9, ,2
2021-08-21,Mississauga,40,27,6, ,3
2021-08-22,Mississauga,51,38,7, ,3
2021-08-23,Mississauga,48,37,4, ,2
2021-08-24,Mississauga,40,48,6, ,3
2021-08-25,Mississauga,36,39,5, ,3
2021-08-26,Mississauga,57,40,5, ,2
2021-08-27,Mississauga,34,24,3, ,2
2021-08-28,Mississauga,20,28,1, ,2
2021-08-29,Mississauga,31,32,3, ,2
2021-08-30,Mississauga,44,35,2, ,2
2021-08-31,Mississauga,16,27,4, ,2
2021-09-01,Mississauga,17,26,5, ,2
2021-09-02,Mississauga,25,27,4, ,2
2021-09-03,Mississauga,15,21,7, ,2
2021-09-04,Mississauga,16,26,6, ,2
2021-09-05,Mississauga,37,32,1, ,2
2021-09-06,Mississauga,37,23,1, ,2
2021-09-07,Mississauga,18,37,5,1,2
2021-09-08,Mississauga,30,32,2, ,2
2021-09-09,Mississauga,31,22,2, ,2
2021-09-10,Mississauga,13,26,4, ,3
2021-09-11,Mississauga,15,38,4, ,2
2021-09-12,Mississauga,24,31,3, ,2
2021-09-13,Mississauga,44,24,5, ,2
2021-09-14,Mississauga,26,30,5, ,2
2021-09-15,Mississauga,65,24,6, ,2
2021-09-16,Mississauga,16,26,7, ,2
2021-09-17,Mississauga,18,27,7, ,3
2021-09-18,Mississauga,42,28,3, ,2
2021-09-19,Mississauga,23,15,3, ,1
2021-09-20,Mississauga,14,24,5, ,3
2021-09-21,Mississauga,36,29,3, ,2
2021-09-22,Mississauga,49,14,4, ,2
2021-09-23,Mississauga,25,20,4, ,1
2021-09-24,Mississauga,5,24,3, ,2
2021-09-25,Mississauga,11,26,6, ,4
2021-09-26,Mississauga,33,22,7, ,2
2021-09-27,Mississauga,18,37,10, ,2
2021-09-28,Mississauga,45,20,10, ,2
2021-09-29,Mississauga,21,23,6, ,2
2021-09-30,Mississauga,9,14,6, ,2
2021-10-01,Mississauga,9,24,9, ,3
2021-04-02,Mississauga,6,33,2, ,1
2021-04-03,Mississauga,7,34,6,1,2
2021-04-04,Mississauga,30,39,14, ,3
2021-04-05,Mississauga,58,32,11, ,2
2021-04-06,Mississauga,38,34,11, ,3
2021-04-07,Mississauga,29,34,6, ,2
2021-04-08,Mississauga,22,48,3, ,1
2021-04-09,Mississauga,38,34,4, ,2
2021-04-10,Mississauga,37,32,3, ,2
2021-04-11,Mississauga,31,31,3, ,2
2021-04-12,Mississauga,35,28,3, ,1
2021-04-13,Mississauga,13,21,5, ,2
2021-04-14,Mississauga,38,34,6, ,2
2021-04-15,Mississauga,24,21,2, ,1
2021-04-16,Mississauga,9,17,2, ,1
2021-04-17,Mississauga,13,22,5, ,1
2021-04-18,Mississauga,28,29,4, ,1
2021-04-19,Mississauga,37,33,2, ,2
2021-04-20,Mississauga,30,28,2, ,1
2021-04-21,Mississauga,9,30,3, ,1
2021-04-22,Mississauga,11,32,2, ,1
2021-04-23,Mississauga,10,44,4, ,2
2021-04-24,Mississauga,47,46,4, ,2
2021-04-25,Mississauga,50,35,2, ,1
2021-04-26,Mississauga,40,31,4,1,1
2021-04-27,Mississauga,24,34,4, ,1
2021-04-28,Mississauga,25,28,5, ,2
2021-04-29,Mississauga,38,21,7, ,2
2021-04-30,Mississauga,32,27,1, ,1
2021-05-01,Mississauga,8,33,2, ,1
2021-05-02,Mississauga,28,32,7, ,2
2021-05-03,Mississauga,39,30,2, ,1
2021-05-04,Mississauga,30,19,4, ,2
2021-05-05,Mississauga,31,19,2, ,1
2021-05-06,Mississauga,9,31,5, ,1
2021-05-07,Mississauga,20,23,6, ,1
2021-05-08,Mississauga,20,30,5, ,2
2021-05-09,Mississauga,21,26,4, ,1
2021-05-10,Mississauga,22,25,3, ,1
2021-05-11,Mississauga,17,22,1, ,1
2021-05-12,Mississauga,8,30,2, ,1
2021-05-13,Mississauga,24,34,6, ,1
2021-05-14,Mississauga,32,40,7, ,2
2021-05-15,Mississauga,27,42,8, ,2
2021-05-16,Mississauga,38,45,10, ,3
2021-05-17,Mississauga,51,46,12,1,2
2021-05-18,Mississauga,51,57,9,1,2
2021-05-19,Mississauga,47,50,10, ,2
2021-05-20,Mississauga,47,52,12,1,3
2021-05-21,Mississauga,56,49,10, ,4
2021-05-22,Mississauga,58,34,3, ,2
2021-05-23,Mississauga,51,22,2, ,2
2021-05-24,Mississauga,32,29,1, ,1
2021-05-25,Mississauga,19,49,6, ,2
2021-05-26,Mississauga,61,36,2, ,2
2021-05-27,Mississauga,46,27,3, ,1
2021-05-28,Mississauga,13,22,5, ,1
2021-05-29,Mississauga,18,28,4, ,1
2021-05-30,Mississauga,27,29,7, ,1
2021-05-31,Mississauga,28,47,8, ,2
2021-06-01,Mississauga,38,50,4, ,1
2021-06-02,Mississauga,34,48,10, ,2
2021-06-03,Mississauga,46,28,5, ,2
2021-06-04,Mississauga,51,51,4, ,2
2021-06-05,Mississauga,29,66,3, ,2
2021-06-06,Mississauga,35,52,4, ,2
2021-06-07,Mississauga,48,32,6, ,2
2021-06-08,Mississauga,50,20,6, ,2
2021-06-09,Mississauga,46,29,6, ,2
2021-06-10,Mississauga,27,22,3,1,1
2021-06-11,Mississauga,17,34,2, ,1
2021-06-12,Mississauga,20,34,3, ,1
2021-06-13,Mississauga,32,43,5,1,2
2021-06-14,Mississauga,55,32,7, ,1
2021-06-15,Mississauga,24,33,2, ,1
2021-06-16,Mississauga,20,30,3, ,1
2021-06-17,Mississauga,7,40,8, ,1
2021-06-18,Mississauga,28,38,4, ,1
2021-06-19,Mississauga,65,39,3, , 
2021-06-20,Mississauga,29,43,3, , 
2021-06-21,Mississauga,39,36,2, ,1
2021-06-22,Mississauga,40,21,1, ,1
2021-06-23,Mississauga,5,38,7, ,1
2021-06-24,Mississauga,12,39,4,1,1
2021-06-25,Mississauga,34,30,5,2,1
2021-06-26,Mississauga,56,33,1, ,1
2021-06-27,Mississauga,52,34,1, ,1
2021-06-28,Mississauga,39,31,5, ,1
2021-06-29,Mississauga,24,30,5, ,2
2021-06-30,Mississauga,35,32,2, ,1
2021-07-01,Mississauga,59,28,4, ,1
2021-01-05,Mississauga,44,13,14, ,2
2021-01-06,Mississauga,44,23,8, ,2
2021-01-07,Mississauga,18,20,7, ,2
2021-01-08,Mississauga,14,15,14, ,2
2021-01-09,Mississauga,18,25,9, ,1
2021-01-10,Mississauga,12,24,11, ,2
2021-01-11,Mississauga,39,20,11, ,2
2021-01-12,Mississauga,64,17,7, ,2
2021-01-13,Mississauga,56,14,10, ,2
2021-01-14,Mississauga,66,8,16, ,3
2021-01-15,Mississauga,80,19,5, ,1
2021-01-16,Mississauga,61,21,8, ,2
2021-01-17,Mississauga,41,18,8, ,2
2021-01-18,Mississauga,38,20,13, ,2
2021-01-19,Mississauga,19,23,4, ,2
2021-01-20,Mississauga,30,25,4, ,1
2021-01-21,Mississauga,13,26,5, ,1
2021-01-22,Mississauga,40,24,2, ,1
2021-01-23,Mississauga,6,28,2, ,1
2021-01-24,Mississauga,5,25,7, ,1
2021-01-25,Mississauga,21,21,19, ,2
2021-01-26,Mississauga,46,26,11, ,2
2021-01-27,Mississauga,23,22,9, ,2
2021-01-28,Mississauga,15,28,7, ,2
2021-01-29,Mississauga,7,25,14, ,2
2021-01-30,Mississauga,14,24,21, ,3
2021-01-31,Mississauga,34,27,13, ,2
2021-02-01,Mississauga,26,19,16, ,2
2021-02-02,Mississauga,31,28,9, ,1
2021-02-03,Mississauga,16,29,5, ,1
2021-02-04,Mississauga,8,32,11, ,2
2021-02-05,Mississauga,43,26,3, ,1
2021-02-06,Mississauga,32,28,4, ,1
2021-02-07,Mississauga,32,29,5, ,1
2021-02-08,Mississauga,28,29,8, ,2
2021-02-09,Mississauga,25,30,15, ,2
2021-02-10,Mississauga,41,31,8, ,2
2021-02-11,Mississauga,34,26,10, ,2
2021-02-12,Mississauga,34,17,18, ,2
2021-02-13,Mississauga,31,23,12, ,2
2021-02-14,Mississauga,21,28,10, ,2
2021-02-15,Mississauga,33,24,9, ,2
2021-02-16,Mississauga,24,22,10, ,1
2021-02-17,Mississauga,15,28,18, ,2
2021-02-18,Mississauga,28,26,20, ,2
2021-02-19,Mississauga,32,27,16, ,2
2021-02-20,Mississauga,36,29,10, ,2
2021-02-21,Mississauga,30,38,13,1,3
2021-02-22,Mississauga,75,35,8, ,2
2021-02-23,Mississauga,41,34,7, ,2
2021-02-24,Mississauga,44,36,10, ,2
2021-02-25,Mississauga,45,31,6, ,1
2021-02-26,Mississauga,9,31,7, ,2
2021-02-27,Mississauga,27,32,7, ,2
2021-02-28,Mississauga,51,29,10, ,3
2021-03-01,Mississauga,60,33,2, ,1
2021-03-02,Mississauga,21,31,3, ,1
2021-03-03,Mississauga,9,32,5, ,2
2021-03-04,Mississauga,51,30,3, ,1
2021-03-05,Mississauga,14,33,2, ,1
2021-03-06,Mississauga,5,31,2, ,1
2021-03-07,Mississauga,5,33,8, ,2
2021-03-08,Mississauga,11,32,17,2,3
2021-03-09,Mississauga,47,27,11, ,2
2021-03-10,Mississauga,50,29,11, ,3
2021-03-11,Mississauga,53,34,4, ,2
2021-03-12,Mississauga,46,32,3, ,2
2021-03-13,Mississauga,10,32,2, ,1
2021-03-14,Mississauga,21,33,3, ,1
2021-03-15,Mississauga,26,32,5, ,1
2021-03-16,Mississauga,15,31,2, ,1
2021-03-17,Mississauga,22,27,14,1,2
2021-03-18,Mississauga,63,31,7, ,2
2021-03-19,Mississauga,28,28,8, ,2
2021-03-20,Mississauga,25,36,9, ,4
2021-03-21,Mississauga,35,32,15,1,5
2021-03-22,Mississauga,55,35,18,1,4
2021-03-23,Mississauga,50,39,20, ,4
2021-03-24,Mississauga,53,29,7, ,2
2021-03-25,Mississauga,39,32,5, ,2
2021-03-26,Mississauga,23,22,3, ,2
2021-03-27,Mississauga,12,24,2, ,1
2021-03-28,Mississauga,26,26,4, ,1
2021-03-29,Mississauga,17,31,2, ,1
2021-03-30,Mississauga,15,40,8,3,1
2021-03-31,Mississauga,36,32,3,2,2
2021-04-01,Mississauga,26,30,2, ,1
2020-10-02,Mississauga,10,16,5, ,1
2020-10-03,Mississauga,9,20,4, ,1
2020-10-04,Mississauga,19,11,7, ,2
2020-10-05,Mississauga,29,21,6, ,1
2020-10-06,Mississauga,19,30,4, ,1
2020-10-07,Mississauga,25,25,2, ,1
2020-10-08,Mississauga,29,15,6, ,2
2020-10-09,Mississauga,22,29,10, ,3
2020-10-10,Mississauga,28,30,2, ,1
2020-10-11,Mississauga,48,17,1, ,1
2020-10-12,Mississauga,5,18,3, ,1
2020-10-13,Mississauga,24,25,2, ,1
2020-10-14,Mississauga,10,25,5, ,2
2020-10-15,Mississauga,9,24,4, ,1
2020-10-16,Mississauga,22,24,4, ,1
2020-10-17,Mississauga,9,28,6, ,2
2020-10-18,Mississauga,28,25,3, ,1
2020-10-19,Mississauga,34,18,12, ,2
2020-10-20,Mississauga,24,24,6, ,1
2020-10-21,Mississauga,17,20,4, ,2
2020-10-22,Mississauga,28,19,7, ,2
2020-10-23,Mississauga,18,26,5, ,2
2020-10-24,Mississauga,39,17,1, ,1
2020-10-25,Mississauga,9,24,4, ,1
2020-10-26,Mississauga,10,14,12, ,2
2020-10-27,Mississauga,33,13,9, ,1
2020-10-28,Mississauga,18,21,5, ,2
2020-10-29,Mississauga,30,14,11, ,3
2020-10-30,Mississauga,35,18,6, ,1
2020-10-31,Mississauga,8,25,9, ,2
2020-11-01,Mississauga,27,19,3,1,1
2020-11-02,Mississauga,25,26,2, ,1
2020-11-03,Mississauga,12,19,6, ,1
2020-11-04,Mississauga,26,34,7, ,2
2020-11-05,Mississauga,39,30,5, ,2
2020-11-06,Mississauga,43,33,5, ,2
2020-11-07,Mississauga,54,37,4, ,2
2020-11-08,Mississauga,58,35,10,1,5
2020-11-09,Mississauga,71,28,15,1,9
2020-11-10,Mississauga,76,23,15,1, 
2020-11-11,Mississauga,49,22,4, , 
2020-11-12,Mississauga,25,19,9, ,2
2020-11-13,Mississauga,23,21,9, ,2
2020-11-14,Mississauga,21,24,4, ,1
2020-11-15,Mississauga,32,25,2, ,1
2020-11-16,Mississauga,19,22,3, ,1
2020-11-17,Mississauga,16,27,3, ,1
2020-11-18,Mississauga,17,21,11, ,1
2020-11-19,Mississauga,25,26,8,2,1
2020-11-20,Mississauga,29,24,3, ,1
2020-11-21,Mississauga,43,23,2, ,2
2020-11-22,Mississauga,8,15,9, ,2
2020-11-23,Mississauga,11,17,6, ,2
2020-11-24,Mississauga,24,17,7, ,1
2020-11-25,Mississauga,13,17,8, ,2
2020-11-26,Mississauga,25,15,6, ,2
2020-11-27,Mississauga,43,13,6, ,2
2020-11-28,Mississauga,43,22,3, ,1
2020-11-29,Mississauga,27,20,5, ,2
2020-11-30,Mississauga,32,14,13, ,2
2020-12-01,Mississauga,29,19,4, ,1
2020-12-02,Mississauga,5,29,3, ,1
2020-12-03,Mississauga,7,17,8, ,2
2020-12-04,Mississauga,39,15,10, ,2
2020-12-05,Mississauga,56,21,5, ,2
2020-12-06,Mississauga,20,25,4, ,1
2020-12-07,Mississauga,6,22,9, ,2
2020-12-08,Mississauga,7,24,7, ,1
2020-12-09,Mississauga,15,23,6, ,2
2020-12-10,Mississauga,65,17,10, ,2
2020-12-11,Mississauga,28,4,17, ,3
2020-12-12,Mississauga,85,18,6, ,2
2020-12-13,Mississauga,55,22,2, ,1
2020-12-14,Mississauga,11,20,5, ,1
2020-12-15,Mississauga,22,19,7, ,1
2020-12-16,Mississauga,6,21,6, ,1
2020-12-17,Mississauga,18,12,15, ,2
2020-12-18,Mississauga,34,10,23, ,3
2020-12-19,Mississauga,37,15,14,1,2
2020-12-20,Mississauga,57,19,7, ,2
2020-12-21,Mississauga,49,11,9, ,2
2020-12-22,Mississauga,58,25,7, ,2
2020-12-23,Mississauga,51,20,7, ,1
2020-12-24,Mississauga,16,22,5, ,1
2020-12-25,Mississauga,24,20,2, ,1
2020-12-26,Mississauga,6,22,3, ,1
2020-12-27,Mississauga,20,20,5, ,1
2020-12-28,Mississauga,36,27,3, ,2
2020-12-29,Mississauga,22,27,6, ,1
2020-12-30,Mississauga,10,21,9, ,1
2020-12-31,Mississauga,30,22,4, ,1
2021-01-01,Mississauga,27,23,10, ,3
2021-01-02,Mississauga,40,21,6, ,2
2021-01-03,Mississauga,17,22,6, ,2
2021-01-04,Mississauga,27,20,8, ,2
2020-07-02,Mississauga,35,24,4, ,2
2020-07-03,Mississauga,42,25,3, ,1
2020-07-04,Mississauga,39,26,4, ,1
2020-07-05,Mississauga,18,36,5, , 
2020-07-06,Mississauga,30,32,4, , 
2020-07-07,Mississauga,51,50,7, ,1
2020-07-08,Mississauga,45,49,4, ,2
2020-07-09,Mississauga,51,54,8, ,2
2020-07-10,Mississauga,48,45,3, ,2
2020-07-11,Mississauga,41,26,3, ,2
2020-07-12,Mississauga,23,19,1, ,1
2020-07-13,Mississauga,12,17,2, ,1
2020-07-14,Mississauga,20,29,4, ,1
2020-07-15,Mississauga,14,34,4, ,1
2020-07-16,Mississauga,31,27,3, ,1
2020-07-17,Mississauga,41,43,1, ,1
2020-07-18,Mississauga,26,48,2, ,1
2020-07-19,Mississauga,35,36,2, ,1
2020-07-20,Mississauga,39,23,2, ,1
2020-07-21,Mississauga,15,25,4, ,1
2020-07-22,Mississauga,12,26,5, ,1
2020-07-23,Mississauga,33,31,5, ,1
2020-07-24,Mississauga,18,22,4, ,1
2020-07-25,Mississauga,15,35,7, ,2
2020-07-26,Mississauga,26,43,1, ,1
2020-07-27,Mississauga,41,35,1, ,1
2020-07-28,Mississauga,39,25,2, ,1
2020-07-29,Mississauga,11,34,2, ,1
2020-07-30,Mississauga,19,22,3, ,1
2020-07-31,Mississauga,14,19,4, ,1
2020-08-01,Mississauga,26,25,3, ,1
2020-08-02,Mississauga,29,27,1, ,1
2020-08-03,Mississauga,29,23,2, ,1
