Date,City,PM25,O3,NO2,SO2,CO
2018-11-17,Toronto-East,32,19,11, ,2
2018-11-18,Toronto-East,26,22,17, ,3
2018-11-19,Toronto-East,19,6,29,1,3
2018-11-20,Toronto-East,47,18,17, ,3
2018-11-21,Toronto-East,37,22,8, ,1
2018-11-22,Toronto-East,23,20,15, ,2
2018-11-23,Toronto-East,20,25,8,1,2
2018-11-24,Toronto-East,19,21,7, ,2
2018-11-25,Toronto-East,28,13,8, ,2
2018-11-26,Toronto-East,30,16,11, ,3
2018-11-27,Toronto-East,20,11,5, ,2
2018-11-28,Toronto-East,11,15,6, ,2
2018-11-29,Toronto-East,16,13,18, ,2
2018-11-30,Toronto-East,23,12,18, ,3
2018-12-01,Toronto-East,61,22,15, ,3
2018-12-02,Toronto-East,54,16,12,1,3
2018-12-03,Toronto-East,27,15,10, ,2
2018-12-04,Toronto-East,23,21,13, ,3
2018-12-05,Toronto-East,17,16,26,1,4
2018-12-06,Toronto-East,30,16,12, ,2
2018-12-07,Toronto-East,47,20,13, ,2
2018-12-08,Toronto-East,22,21,15, ,2
2018-12-09,Toronto-East,30,20,10,2,2
2018-12-10,Toronto-East,40,19,18, ,2
2018-12-11,Toronto-East,50,19,16, ,2
2018-12-12,Toronto-East,76,21,11, ,2
2018-12-13,Toronto-East,60,16,11, ,2
2018-12-14,Toronto-East,55,6,20,1,5
2018-12-15,Toronto-East,83,16,15, ,4
2018-12-16,Toronto-East,55,17,10,1,3
2018-12-17,Toronto-East,36,19,12, ,2
2018-12-18,Toronto-East,45,21,14, ,2
2018-12-19,Toronto-East,13,13,20,1,3
2018-12-20,Toronto-East,46,6,22,1,5
2018-12-21,Toronto-East,55,15,10, ,3
2018-12-22,Toronto-East,26,20,5, ,2
2018-12-23,Toronto-East,12,22,6, ,2
2018-12-24,Toronto-East,23,14,12, ,2
2018-12-25,Toronto-East,40,21,9, ,2
2018-12-26,Toronto-East,18,18,12,1,2
2018-12-27,Toronto-East,41,21,7, ,2
2018-12-28,Toronto-East,14,19,8, ,2
2018-12-29,Toronto-East,30,21,6, ,2
2018-12-30,Toronto-East,13,17,13,1,2
2018-12-31,Toronto-East,28, , , , 
2018-07-02,Toronto-East,29,40,5, ,2
2018-07-03,Toronto-East,27,34,7, ,2
2018-07-04,Toronto-East,21,35,9, ,2
2018-07-05,Toronto-East,28,38,12, ,2
2018-07-06,Toronto-East,47,24,5, ,1
2018-07-07,Toronto-East,11,28,5,1,1
2018-07-08,Toronto-East,11,36,8,2,2
2018-07-09,Toronto-East,27,56,12,2,2
2018-07-10,Toronto-East,31,38,6,1,2
2018-07-11,Toronto-East,40,27,6, ,2
2018-07-12,Toronto-East,31,30,8, ,2
2018-07-13,Toronto-East,41,38,8,2,2
2018-07-14,Toronto-East,36,44,12,1,2
2018-07-15,Toronto-East,50,46,8, ,3
2018-07-16,Toronto-East,56,40,10,3,3
2018-07-17,Toronto-East,45,17,8, ,2
2018-07-18,Toronto-East,21,34,4, ,2
2018-07-19,Toronto-East,20,52,8,1,1
2018-07-20,Toronto-East,15,46,5, ,2
2018-07-21,Toronto-East,35,44,1, ,1
2018-07-22,Toronto-East,31,32,3, ,1
2018-07-23,Toronto-East,16,29,4, ,2
2018-07-24,Toronto-East,18,33,3, ,1
2018-07-25,Toronto-East,16,27,7, ,2
2018-07-26,Toronto-East,32,34,11,1,2
2018-07-27,Toronto-East,29,27,8, ,2
2018-07-28,Toronto-East,31,21,5, ,2
2018-07-29,Toronto-East,16,31,6,1,2
2018-07-30,Toronto-East,20,41,9, ,2
2018-07-31,Toronto-East,41,35,7,2,2
2018-08-01,Toronto-East,33,32,5,1,2
2018-08-02,Toronto-East,25,40,9,2,2
2018-08-03,Toronto-East,30,39,9,3,3
2018-08-04,Toronto-East,48,50,7,1,3
2018-08-05,Toronto-East,48,45,9,2,2
2018-08-06,Toronto-East,50,39,6,1,2
2018-08-07,Toronto-East,49,41,7, ,2
2018-08-08,Toronto-East,33,34,8, ,3
2018-08-09,Toronto-East,41,32,9, ,2
2018-08-10,Toronto-East,24,22,4, ,1
2018-08-11,Toronto-East,16,24,11,1,2
2018-08-12,Toronto-East,16,27,7,1,2
2018-08-13,Toronto-East,20,30,11,1,3
2018-08-14,Toronto-East,31,29,8, ,2
2018-08-15,Toronto-East,43,37,8, ,3
2018-08-16,Toronto-East,60,43,8,1,3
2018-08-17,Toronto-East,62,24,6,1,2
2018-08-18,Toronto-East,37,22,4, ,2
2018-08-19,Toronto-East,24,25,4, ,2
2018-08-20,Toronto-East,23,26,5, ,2
2018-08-21,Toronto-East,23,24,3, ,2
2018-08-22,Toronto-East,21,27,6, ,2
2018-08-23,Toronto-East,29,27,7, ,2
2018-08-24,Toronto-East,26,40,11,1,3
2018-08-25,Toronto-East,49,35,3, ,2
2018-08-26,Toronto-East,39,30,5, ,3
2018-08-27,Toronto-East,49,30,9, ,4
2018-08-28,Toronto-East,54,33,7,1,2
2018-08-29,Toronto-East,50,29,7,1,2
2018-08-30,Toronto-East,27,18,4, ,2
2018-08-31,Toronto-East,13,28,7, ,2
2018-09-01,Toronto-East,20,35,8,1,3
2018-09-02,Toronto-East,35,29,5, ,2
2018-09-03,Toronto-East,30,24,6, ,2
2018-09-04,Toronto-East,26,31,5,2,2
2018-09-05,Toronto-East,23,37,9,3,2
2018-09-06,Toronto-East,40,23,5, ,2
2018-09-07,Toronto-East,17,24,6, ,2
2018-09-08,Toronto-East,14,20,4, ,2
2018-09-09,Toronto-East,9,18,3, ,1
2018-09-10,Toronto-East,13,17,2, ,1
2018-09-11,Toronto-East,11,12,7, ,2
2018-09-12,Toronto-East,16,26,10, ,3
2018-09-13,Toronto-East,20,25,6, ,2
2018-09-14,Toronto-East,17,26,4,1,2
2018-09-15,Toronto-East,17,31,9,1,3
2018-09-16,Toronto-East,24,28,7, ,3
2018-09-17,Toronto-East,25,26,6,3,2
2018-09-18,Toronto-East,31,20,9, ,2
2018-09-19,Toronto-East,28,16,5, ,2
2018-09-20,Toronto-East,10,20,5, ,2
2018-09-21,Toronto-East,12,36,4, ,2
2018-09-22,Toronto-East,35,25,4, ,1
2018-09-23,Toronto-East,10,28,10, ,3
2018-09-24,Toronto-East,39,23,3, ,1
2018-09-25,Toronto-East,17,19,3, ,2
2018-09-26,Toronto-East,14,20,5, ,2
2018-09-27,Toronto-East,20,25,10,1,2
2018-09-28,Toronto-East,14,26,9,1,3
2018-09-29,Toronto-East,24,22,6, ,2
2018-09-30,Toronto-East,13,18,8,1,2
2018-10-01,Toronto-East,15,19,5, ,2
2018-04-02,Toronto-East,15,30,18, , 
2018-04-03,Toronto-East,32,30,9, , 
2018-04-04,Toronto-East,27,29,6, , 
2018-04-05,Toronto-East,15,25,8, , 
2018-04-06,Toronto-East,17,34,8, , 
2018-04-07,Toronto-East,37,30,5, , 
2018-04-08,Toronto-East,16,32,6, , 
2018-04-09,Toronto-East,21,31,14, , 
2018-04-10,Toronto-East,19,30,15, , 
2018-04-11,Toronto-East,40,25,16, , 
2018-04-12,Toronto-East,66,22,19, , 
2018-04-13,Toronto-East,73,26,8, , 
2018-04-14,Toronto-East,23,31,4, , 
2018-04-15,Toronto-East,15,29,3, , 
2018-04-16,Toronto-East,18,28,8, , 
2018-04-17,Toronto-East,14,25,7, , 
2018-04-18,Toronto-East,13,27,8, , 
2018-04-19,Toronto-East,11,33,7, , 
2018-04-20,Toronto-East,14,31,8, , 
2018-04-21,Toronto-East,17,36,15, , 
2018-04-22,Toronto-East,24,36,18, , 
2018-04-23,Toronto-East,31,42,16, , 
2018-04-24,Toronto-East,33,36,14, , 
2018-04-25,Toronto-East,38,37,5, , 
2018-04-26,Toronto-East,29,28,6, , 
2018-04-27,Toronto-East,14,37,15, , 
2018-04-28,Toronto-East,30,30,6, , 
2018-04-29,Toronto-East,31,34,3, , 
2018-04-30,Toronto-East,13,36,9, , 
2018-05-01,Toronto-East,21,43,23, , 
2018-05-02,Toronto-East,54,44,10, , 
2018-05-03,Toronto-East,48,27,10, , 
2018-05-04,Toronto-East,43,31,5, , 
2018-05-05,Toronto-East,26,41,8, , 
2018-05-06,Toronto-East,24,31,10, , 
2018-05-07,Toronto-East,40,31,5, , 
2018-05-08,Toronto-East,16,35,15, , 
2018-05-09,Toronto-East,25,45,11, , 
2018-05-10,Toronto-East,41,36,6, , 
2018-05-11,Toronto-East,37,26,6, , 
2018-05-12,Toronto-East,15,30,8, , 
2018-05-13,Toronto-East,23,32,9, , 
2018-05-14,Toronto-East,27,36,16, , 
2018-05-15,Toronto-East,51,27,11, , 
2018-05-16,Toronto-East,44,34,5, , 
2018-05-17,Toronto-East,22,41,13, , 
2018-05-18,Toronto-East,53,32,3, , 
2018-05-19,Toronto-East,19,29,4, , 
2018-05-20,Toronto-East,23,28,5, , 
2018-05-21,Toronto-East,21,30,5, , 
2018-05-22,Toronto-East,23,29,8, , 
2018-05-23,Toronto-East,39,32,9, , 
2018-05-24,Toronto-East,29,46,15, , 
2018-05-25,Toronto-East,52,56,11, , 
2018-05-26,Toronto-East,53,52,8, , 
2018-05-27,Toronto-East,49,45,3, , 
2018-05-28,Toronto-East,50,47,8, ,3
2018-05-29,Toronto-East,38,30,6, ,2
2018-05-30,Toronto-East,35,43,4,1,2
2018-05-31,Toronto-East,33,37,4,1,2
2018-06-01,Toronto-East,27,29,7, ,2
2018-06-02,Toronto-East,29,20,3, ,1
2018-06-03,Toronto-East,14,24,7, ,2
2018-06-04,Toronto-East,23,20,5, ,1
2018-06-05,Toronto-East,17,17,4, ,1
2018-06-06,Toronto-East,14,16,4,1,1
2018-06-07,Toronto-East,20,35,8,2,2
2018-06-08,Toronto-East,33,27,7, ,2
2018-06-09,Toronto-East,29,27,9,1,2
2018-06-10,Toronto-East,26,30,7,1,2
2018-06-11,Toronto-East,35,32,6,1,2
2018-06-12,Toronto-East,13,39,13,3,2
2018-06-13,Toronto-East,21,37,6,1,2
2018-06-14,Toronto-East,47,29,5, ,1
2018-06-15,Toronto-East,7,38,8,1,2
2018-06-16,Toronto-East,25,46,11,2,2
2018-06-17,Toronto-East,39,51,11,3,3
2018-06-18,Toronto-East,51,35,8,1,2
2018-06-19,Toronto-East,43,32,4, ,1
2018-06-20,Toronto-East,8,34,15,1,2
2018-06-21,Toronto-East,22,28,6,1,1
2018-06-22,Toronto-East,17,36,5,1,1
2018-06-23,Toronto-East,17,25,3, ,1
2018-06-24,Toronto-East,30,19,4, ,2
2018-06-25,Toronto-East,26,27,6, ,1
2018-06-26,Toronto-East,19,30,7, ,1
2018-06-27,Toronto-East,16,28,4, ,2
2018-06-28,Toronto-East,32,39,9, ,3
2018-06-29,Toronto-East,28,49,9,2,2
2018-06-30,Toronto-East,23,45,8,1,2
2018-07-01,Toronto-East,64,43,29, ,2
2018-01-02,Toronto-East,28,20,18, , 
2018-01-03,Toronto-East,29,22,14, , 
2018-01-04,Toronto-East,41,24,14, , 
2018-01-05,Toronto-East,37,22,10, , 
2018-01-06,Toronto-East,22,21,13, , 
2018-01-07,Toronto-East,24,23,21, , 
2018-01-08,Toronto-East,41,23,12, , 
2018-01-09,Toronto-East,50,20,15, , 
2018-01-10,Toronto-East,37,24,9, , 
2018-01-11,Toronto-East,48,21,13, , 
2018-01-12,Toronto-East,35,27,7, , 
2018-01-13,Toronto-East,18,27,5, , 
2018-01-14,Toronto-East,15,27,15, , 
2018-01-15,Toronto-East,22,28,7, , 
2018-01-16,Toronto-East,24,11,21, , 
2018-01-17,Toronto-East,58,19,18, , 
2018-01-18,Toronto-East,63,16,14, , 
2018-01-19,Toronto-East,62,25,15, , 
2018-01-20,Toronto-East,67,23,15, , 
2018-01-21,Toronto-East,60,16,18, , 
2018-01-22,Toronto-East,91,20,7, , 
2018-01-23,Toronto-East,62,24,10, , 
2018-01-24,Toronto-East,33,24,8, , 
2018-01-25,Toronto-East,17,22,17, , 
2018-01-26,Toronto-East,22,23,12, , 
2018-01-27,Toronto-East,43,22,9, , 
2018-01-28,Toronto-East,42,17,15, , 
2018-01-29,Toronto-East,36,17,10, , 
2018-01-30,Toronto-East,13,22,9, , 
2018-01-31,Toronto-East,12,23,18, , 
2018-02-01,Toronto-East,27,21,14, , 
2018-02-02,Toronto-East,43,23,8, , 
2018-02-03,Toronto-East,21,23,8, , 
2018-02-04,Toronto-East,40,27,11, , 
2018-02-05,Toronto-East,34,27,11, , 
2018-02-06,Toronto-East,17,23,19, , 
2018-02-07,Toronto-East,50,20,24, , 
2018-02-08,Toronto-East,44,26,25, , 
2018-02-09,Toronto-East,46,23,20, , 
2018-02-10,Toronto-East,68,20,18, , 
2018-02-11,Toronto-East,56,28,12, , 
2018-02-12,Toronto-East,35,23,17, , 
2018-02-13,Toronto-East,25,29,22, , 
2018-02-14,Toronto-East,33,23,18, , 
2018-02-15,Toronto-East,74,10,18, , 
2018-02-16,Toronto-East,64,26,10, , 
2018-02-17,Toronto-East,35,27,15, , 
2018-02-18,Toronto-East,32,30,8, , 
2018-02-19,Toronto-East,49,21,13, , 
2018-02-20,Toronto-East,42,17,14, , 
2018-02-21,Toronto-East,29,20,10, , 
2018-02-22,Toronto-East,25,26,6, , 
2018-02-23,Toronto-East,14,25,8, , 
2018-02-24,Toronto-East,21,28,5, , 
2018-02-25,Toronto-East,18,27,3, , 
2018-02-26,Toronto-East,22,29,13, , 
2018-02-27,Toronto-East,32,30,23, , 
2018-02-28,Toronto-East,40,26,15, , 
2018-03-01,Toronto-East,32,30,8, , 
2018-03-02,Toronto-East,24,26,7, , 
2018-03-03,Toronto-East,18,28,5, , 
2018-03-04,Toronto-East,15,29,5, , 
2018-03-05,Toronto-East,13,26,12, , 
2018-03-06,Toronto-East,23,31,6, , 
2018-03-07,Toronto-East,17,23,8, , 
2018-03-08,Toronto-East,47,22,10, , 
2018-03-09,Toronto-East,19,28,8, , 
2018-03-10,Toronto-East,19,27,7, , 
2018-03-11,Toronto-East,21,29,7, , 
2018-03-12,Toronto-East,14,28,8, , 
2018-03-13,Toronto-East,19,26,8, , 
2018-03-14,Toronto-East,20,28,5, , 
2018-03-15,Toronto-East,17,29,13, , 
2018-03-16,Toronto-East,27,30,4, , 
2018-03-17,Toronto-East,20,33,9, , 
2018-03-18,Toronto-East,18,33,8, , 
2018-03-19,Toronto-East,21,31,6, , 
2018-03-20,Toronto-East,12,29,10, , 
2018-03-21,Toronto-East,17,29,6, , 
2018-03-22,Toronto-East,11,27,7, , 
2018-03-23,Toronto-East,11,27,9, , 
2018-03-24,Toronto-East,15,30,5, , 
2018-03-25,Toronto-East,12,31,6, , 
2018-03-26,Toronto-East,14,36,7, , 
2018-03-27,Toronto-East,18,32,5, , 
2018-03-28,Toronto-East,25,24,9, , 
2018-03-29,Toronto-East,33,19,12, , 
2018-03-30,Toronto-East,37,29,4, , 
2018-03-31,Toronto-East,22,31,13, , 
2018-04-01,Toronto-East,27,31,4, , 
2017-10-02,Toronto-East,31,31,12, , 
2017-10-03,Toronto-East,36,36,11, , 
2017-10-04,Toronto-East,25,32,9, , 
2017-10-05,Toronto-East,33,23,11, , 
2017-10-06,Toronto-East,17,20,15, , 
2017-10-07,Toronto-East,35,35,3, , 
2017-10-08,Toronto-East,36,25,3, , 
2017-10-09,Toronto-East,16,25,6, , 
2017-10-10,Toronto-East,17,19,15, , 
2017-10-11,Toronto-East,25,16,4, , 
2017-10-12,Toronto-East,12,16,3, , 
2017-10-13,Toronto-East,19,13,5, , 
2017-10-14,Toronto-East,18,24,11, , 
2017-10-15,Toronto-East,46,22,2, , 
2017-10-16,Toronto-East,25,17,9, , 
2017-10-17,Toronto-East,20,27,16, , 
2017-10-18,Toronto-East,42,31,14, , 
2017-10-19,Toronto-East,40,30,8, , 
2017-10-20,Toronto-East,35,24,15, , 
2017-10-21,Toronto-East,28,29,18, , 
2017-10-22,Toronto-East,43,36,11, , 
2017-10-23,Toronto-East,51,32,7, , 
2017-10-24,Toronto-East,41,29,4, , 
2017-10-25,Toronto-East,15,17,7, , 
2017-10-26,Toronto-East,13,19,19, , 
2017-10-27,Toronto-East,20,22,11, , 
2017-10-28,Toronto-East,25,12,12, , 
2017-10-29,Toronto-East,34,13,10, , 
2017-10-30,Toronto-East,24,19,6, , 
2017-10-31,Toronto-East,23,13,6, , 
2017-11-01,Toronto-East,20,11,13, , 
2017-11-02,Toronto-East,26,20,9, , 
2017-11-03,Toronto-East,38,15,9, , 
2017-11-04,Toronto-East,22,15,8, , 
2017-11-05,Toronto-East,9,17,5, , 
2017-11-06,Toronto-East,24,18,6, , 
2017-11-07,Toronto-East,9,22,11, , 
2017-11-08,Toronto-East,15,19,23, , 
2017-11-09,Toronto-East,30,25,20, , 
2017-11-10,Toronto-East,47,25,8, , 
2017-11-11,Toronto-East,10,26,9, , 
2017-11-12,Toronto-East,8,16,13, , 
2017-11-13,Toronto-East,36,9,21, , 
2017-11-14,Toronto-East,62,6,19, , 
2017-11-15,Toronto-East,36,20,11, , 
2017-11-16,Toronto-East,41,21,6, , 
2017-11-17,Toronto-East,21,24,9, , 
2017-11-18,Toronto-East,27,19,9, , 
2017-11-19,Toronto-East,32,20,3, , 
2017-11-20,Toronto-East,10,20,11, , 
2017-11-21,Toronto-East,40,21,8, , 
2017-11-22,Toronto-East,31,19,8, , 
2017-11-23,Toronto-East,16,15,14, , 
2017-11-24,Toronto-East,33,21,14, , 
2017-11-25,Toronto-East,49,19,8, , 
2017-11-26,Toronto-East,28,24,5, , 
2017-11-27,Toronto-East,13,19,10, , 
2017-11-28,Toronto-East,24,27,8, , 
2017-11-29,Toronto-East,26,19,11, , 
2017-11-30,Toronto-East,25,13,13, , 
2017-12-01,Toronto-East,33,16,13, , 
2017-12-02,Toronto-East,18,5,26, , 
2017-12-03,Toronto-East,60,5,19, , 
2017-12-04,Toronto-East,81,18,13, , 
2017-12-05,Toronto-East,70,24,7, , 
2017-12-06,Toronto-East,36,20,7, , 
2017-12-07,Toronto-East,22,18,8, , 
2017-12-08,Toronto-East,23,19,8, , 
2017-12-09,Toronto-East,23,16,13, , 
2017-12-10,Toronto-East,31,23,9, , 
2017-12-11,Toronto-East,34,19,10, , 
2017-12-12,Toronto-East,20,19,12, , 
2017-12-13,Toronto-East,28,19,12, , 
2017-12-14,Toronto-East,12,19,15, , 
2017-12-15,Toronto-East,20,16,23, , 
2017-12-16,Toronto-East,39,20,12, , 
2017-12-17,Toronto-East,22,18,14, , 
2017-12-18,Toronto-East,25,12,21, , 
2017-12-19,Toronto-East,61,21,11, , 
2017-12-20,Toronto-East,54,24,8, , 
2017-12-21,Toronto-East,15,15,11, , 
2017-12-22,Toronto-East,19,19,11, , 
2017-12-23,Toronto-East,19,21,17, , 
2017-12-24,Toronto-East,52,23,12, , 
2017-12-25,Toronto-East,22,27,5, , 
2017-12-26,Toronto-East,18,25,7, , 
2017-12-27,Toronto-East,18,18,15, , 
2017-12-28,Toronto-East,21,14,23, , 
2017-12-29,Toronto-East,29,16,24, , 
2017-12-30,Toronto-East,35,23,17, , 
2017-12-31,Toronto-East,53,8,26, , 
2018-01-01,Toronto-East,24,25,20, , 
2017-07-02,Toronto-East,30,30,4, , 
2017-07-03,Toronto-East,18,28,4, , 
2017-07-04,Toronto-East,15,20,6, , 
2017-07-05,Toronto-East,27,25,13, , 
2017-07-06,Toronto-East,36,51,17, , 
2017-07-07,Toronto-East,47,44,14, , 
2017-07-08,Toronto-East,47,17,6, , 
2017-07-09,Toronto-East,23,32,6, , 
2017-07-10,Toronto-East,22,27,11, , 
2017-07-11,Toronto-East,30,44,10, , 
2017-07-12,Toronto-East,40,37,8, , 
2017-07-13,Toronto-East,53,22,3, , 
2017-07-14,Toronto-East,12,19,7, , 
2017-07-15,Toronto-East,30,24,3, , 
2017-07-16,Toronto-East,25,33,7, , 
2017-07-17,Toronto-East,40,33,3, , 
2017-07-18,Toronto-East,35,39,10, , 
2017-07-19,Toronto-East,44,41,12, , 
2017-07-20,Toronto-East,47,25,12, , 
2017-07-21,Toronto-East,45,25,13, , 
2017-07-22,Toronto-East,48,28,11, , 
2017-07-23,Toronto-East,45,22,5, , 
2017-07-24,Toronto-East,38,15,5, , 
2017-07-25,Toronto-East,13,22,4, , 
2017-07-26,Toronto-East,11,28,8, , 
2017-07-27,Toronto-East,20,27,11, , 
2017-07-28,Toronto-East,36,19,4, , 
2017-07-29,Toronto-East,16,17,4, , 
2017-07-30,Toronto-East,19,19,4, , 
2017-07-31,Toronto-East,51,28,11, , 
2017-08-01,Toronto-East,48,33,11, , 
2017-08-02,Toronto-East,49,41,14, , 
2017-08-03,Toronto-East,49,47,13, , 
2017-08-04,Toronto-East,51,33,4, , 
2017-08-05,Toronto-East,26,20,3, , 
2017-08-06,Toronto-East,11,14,7, , 
2017-08-07,Toronto-East,13,20,8, , 
2017-08-08,Toronto-East,29,24,8, , 
2017-08-09,Toronto-East,30,32,11, , 
2017-08-10,Toronto-East,47,44,12, , 
2017-08-11,Toronto-East,55,31,6, , 
2017-08-12,Toronto-East,46,29,8, , 
2017-08-13,Toronto-East,31,25,5, , 
2017-08-14,Toronto-East,25,28,10, , 
2017-08-15,Toronto-East,34,31,13, , 
2017-08-16,Toronto-East,37,20,5, , 
2017-08-17,Toronto-East,27,24,6, , 
2017-08-18,Toronto-East,21,26,5, , 
2017-08-19,Toronto-East,28,20,4, , 
2017-08-20,Toronto-East,9,35,8, , 
2017-08-21,Toronto-East,39,42,15, , 
2017-08-22,Toronto-East,54,27,6, , 
2017-08-23,Toronto-East,36,18,6, , 
2017-08-24,Toronto-East,18,15,7, , 
2017-08-25,Toronto-East,15,17,10, , 
2017-08-26,Toronto-East,16,26,6, , 
2017-08-27,Toronto-East,19,25,11, , 
2017-08-28,Toronto-East,38,33,2, , 
2017-08-29,Toronto-East,32,29,2, , 
2017-08-30,Toronto-East,33,38,12, , 
2017-08-31,Toronto-East,39,21,5, , 
2017-09-01,Toronto-East,25,21,8, , 
2017-09-02,Toronto-East,16,26,8, , 
2017-09-03,Toronto-East,18,24,3, , 
2017-09-04,Toronto-East,26,34,6, , 
2017-09-05,Toronto-East,48,19,8, , 
2017-09-06,Toronto-East,46, , , , 
2017-09-11,Toronto-East,43,22,15, , 
2017-09-12,Toronto-East,29,27,23, , 
2017-09-13,Toronto-East,42,32,18, , 
2017-09-14,Toronto-East,50,27,20, , 
2017-09-15,Toronto-East,49,26,17, , 
2017-09-16,Toronto-East,48,24,16, , 
2017-09-17,Toronto-East,41,32,8, , 
2017-09-18,Toronto-East,42,31,9, , 
2017-09-19,Toronto-East,47,33,8, , 
2017-09-20,Toronto-East,46,23,9, , 
2017-09-21,Toronto-East,46,29,11, , 
2017-09-22,Toronto-East,42,34,14, , 
2017-09-23,Toronto-East,44,47,24, , 
2017-09-24,Toronto-East,55,60,16, , 
2017-09-25,Toronto-East,68,44,19, , 
2017-09-26,Toronto-East,64,45,11, , 
2017-09-27,Toronto-East,56,26,13, , 
2017-09-28,Toronto-East,42,19,5, , 
2017-09-29,Toronto-East,9,17,9, , 
2017-09-30,Toronto-East,20,21,5, , 
2017-10-01,Toronto-East,18,28,12, , 
2017-04-02,Toronto-East,17,30,14, , 
2017-04-03,Toronto-East,27,36,10, , 
2017-04-04,Toronto-East,40,31,7, , 
2017-04-05,Toronto-East,38,34,4, , 
2017-04-06,Toronto-East,15,28,4, , 
2017-04-07,Toronto-East,29,27,5, , 
2017-04-08,Toronto-East,13,32,9, , 
2017-04-09,Toronto-East,18,40,17, , 
2017-04-10,Toronto-East,33,37,13, , 
2017-04-11,Toronto-East,57,32,8, , 
2017-04-12,Toronto-East,45,29,5, , 
2017-04-13,Toronto-East,17,27,17, , 
2017-04-14,Toronto-East,19,36,10, , 
2017-04-15,Toronto-East,23,31,9, , 
2017-04-16,Toronto-East,27,37,7, , 
2017-04-17,Toronto-East,41,24,4, , 
2017-04-18,Toronto-East,16,36,6, , 
2017-04-19,Toronto-East,18,34,8, , 
2017-04-20,Toronto-East,25,23,3, , 
2017-04-21,Toronto-East,26,20,7, , 
2017-04-22,Toronto-East,29,26,5, , 
2017-04-23,Toronto-East,17,34,13, , 
2017-04-24,Toronto-East,28,30,4, , 
2017-04-25,Toronto-East,24,31,2, , 
2017-04-26,Toronto-East,16,26,2, , 
2017-04-27,Toronto-East,14,31,4, , 
2017-04-28,Toronto-East,20,31,6, , 
2017-04-29,Toronto-East,41,30,6, , 
2017-04-30,Toronto-East,34,26,2, , 
2017-05-01,Toronto-East,13,28,5, , 
2017-05-02,Toronto-East,20,24,7, , 
2017-05-03,Toronto-East,20,31,6, , 
2017-05-04,Toronto-East,16,38,11, , 
2017-05-05,Toronto-East,23,34,5, , 
2017-05-06,Toronto-East,11,25,5, , 
2017-05-07,Toronto-East,6,26,4, , 
2017-05-08,Toronto-East,6,25,9, , 
2017-05-09,Toronto-East,9,28,7, , 
2017-05-10,Toronto-East,20,23,4, , 
2017-05-11,Toronto-East,10,26,5, , 
2017-05-12,Toronto-East,7,26,16, , 
2017-05-13,Toronto-East,29,31,14, , 
2017-05-14,Toronto-East,45,25,7, , 
2017-05-15,Toronto-East,34,23,6, , 
2017-05-16,Toronto-East,11,31,17, , 
2017-05-17,Toronto-East,26,43,11, , 
2017-05-18,Toronto-East,51,40,9, , 
2017-05-19,Toronto-East,50,26,6, , 
2017-05-20,Toronto-East,14,32,2, , 
2017-05-21,Toronto-East,11,31,2, , 
2017-05-22,Toronto-East,30,29,6, , 
2017-05-23,Toronto-East,33,35,18, , 
2017-05-24,Toronto-East,56,43,6, , 
2017-05-25,Toronto-East,42,39,1, , 
2017-05-26,Toronto-East,22,16,8, , 
2017-05-27,Toronto-East,15,18,5, , 
2017-05-28,Toronto-East,21,27,6, , 
2017-05-29,Toronto-East,31,35,9, , 
2017-05-30,Toronto-East,34,33,13, , 
2017-05-31,Toronto-East,35,32,12, , 
2017-06-01,Toronto-East,27,24,5, , 
2017-06-02,Toronto-East,12,25,10, , 
2017-06-03,Toronto-East,16,38,7, , 
2017-06-04,Toronto-East,16,30,5, , 
2017-06-05,Toronto-East,36,22,6, , 
2017-06-06,Toronto-East,35,20,4, , 
2017-06-07,Toronto-East,10,27,7, , 
2017-06-08,Toronto-East,13,29,16, , 
2017-06-09,Toronto-East,27,39,17, , 
2017-06-10,Toronto-East,39,51,12, , 
2017-06-11,Toronto-East,50,52,6, , 
2017-06-12,Toronto-East,50,49,11, , 
2017-06-13,Toronto-East,56,33,11, , 
2017-06-14,Toronto-East,45,29,10, , 
2017-06-15,Toronto-East,29,29,4, , 
2017-06-16,Toronto-East,19,44,11, , 
2017-06-17,Toronto-East,42,38,7, , 
2017-06-18,Toronto-East,36,34,5, , 
2017-06-19,Toronto-East,36,26,9, , 
2017-06-20,Toronto-East,10,22,8, , 
2017-06-21,Toronto-East,19,16,8, , 
2017-06-22,Toronto-East,16,27,10, , 
2017-06-23,Toronto-East,26,21,9, , 
2017-06-24,Toronto-East,17,23,5, , 
2017-06-25,Toronto-East,7,26,8, , 
2017-06-26,Toronto-East,11,21,9, , 
2017-06-27,Toronto-East,23,16,12, , 
2017-06-28,Toronto-East,18,30,12, , 
2017-06-29,Toronto-East,26,35,9, , 
2017-06-30,Toronto-East,37,34,9, , 
2017-07-01,Toronto-East,35,29,6, , 
2017-01-03,Toronto-East,47,17,9, , 
2017-01-04,Toronto-East,22,22,11, , 
2017-01-05,Toronto-East,20,21,10, , 
2017-01-06,Toronto-East,20,20,14, , 
2017-01-07,Toronto-East,25,20,17, , 
2017-01-08,Toronto-East,42,23,9, , 
2017-01-09,Toronto-East,22,20,12, , 
2017-01-10,Toronto-East,34,24,7, , 
2017-01-11,Toronto-East,36,20,10, , 
2017-01-12,Toronto-East,36,29,12, , 
2017-01-13,Toronto-East,31,30,9, , 
