Date,City,PM25,O3,NO2,SO2,CO
2017-08-26,Toronto-North,25.00,31.00,5.00,1.00, 
2017-08-27,Toronto-North,45.00,25.00,7.00,1.00, 
2017-08-28,Toronto-North,41.00,33.00,5.00,1.00, 
2017-08-29,Toronto-North,27.00,31.00,3.00,1.00, 
2017-08-30,Toronto-North,39.00,40.00,10.00,1.00, 
2017-08-31,Toronto-North,43.00,22.00,2.00,1.00, 
2017-09-01,Toronto-North,23.00,25.00,4.00,1.00, 
2017-09-02,Toronto-North,16.00,26.00,5.00,1.00, 
2017-09-03,Toronto-North,18.00,28.00,1.00,1.00, 
2017-09-04,Toronto-North,24.00,36.00,4.00,1.00, 
2017-09-05,Toronto-North,41.00,24.00,7.00,1.00, 
2017-09-06,Toronto-North,52.00, , ,1.00, 
2017-09-11,Toronto-North,29.00,23.00,13.00,1.00, 
2017-09-12,Toronto-North,36.00,31.00,17.00,1.00, 
2017-09-13,Toronto-North,44.00,33.00,15.00,1.00, 
2017-09-14,Toronto-North,41.00,32.00,13.00,1.00, 
2017-09-15,Toronto-North,40.00,32.00,14.00,1.00, 
2017-09-16,Toronto-North,44.00,34.00,13.00,, 
2017-09-17,Toronto-North,43.00,33.00,9.00,, 
2017-09-18,Toronto-North,47.00,32.00,10.00,, 
2017-09-19,Toronto-North,53.00,32.00,6.00,, 
2017-09-20,Toronto-North,51.00,28.00,7.00,, 
2017-09-21,Toronto-North,56.00,31.00,9.00,, 
2017-09-22,Toronto-North,44.00,35.00,12.00,, 
2017-09-23,Toronto-North,49.00,48.00,16.00,, 
2017-09-24,Toronto-North,51.00,60.00,14.00,, 
2017-09-25,Toronto-North,61.00,45.00,14.00,, 
2017-09-26,Toronto-North,60.00,55.00,12.00,, 
2017-09-27,Toronto-North,54.00,28.00,12.00,1.00, 
2017-09-28,Toronto-North,41.00,20.00,3.00,1.00, 
2017-09-29,Toronto-North,13.00,18.00,8.00,1.00, 
2017-09-30,Toronto-North,17.00,24.00,1.00,1.00, 
2017-10-01,Toronto-North,11.00,26.00,10.00,1.00, 
2017-04-02,Toronto-North,16.00,33.00,10.00,1.00, 
2017-04-03,Toronto-North,26.00,35.00,10.00,1.00, 
2017-04-04,Toronto-North,24.00,30.00,10.00,1.00, 
2017-04-05,Toronto-North,33.00,33.00,4.00,1.00, 
2017-04-06,Toronto-North,11.00,27.00,4.00,1.00, 
2017-04-07,Toronto-North,25.00,29.00,3.00,1.00, 
2017-04-08,Toronto-North,5.00,34.00,9.00,4.00, 
2017-04-09,Toronto-North,15.00,42.00,15.00,5.00, 
2017-04-10,Toronto-North,43.00,39.00,15.00,3.00, 
2017-04-11,Toronto-North,48.00,33.00,8.00,1.00, 
2017-04-12,Toronto-North,42.00,29.00,4.00,1.00, 
2017-04-13,Toronto-North,12.00,33.00,15.00,3.00, 
2017-04-14,Toronto-North,27.00,37.00,6.00,1.00, 
2017-04-15,Toronto-North,15.00,33.00,13.00,1.00, 
2017-04-16,Toronto-North,45.00,38.00,5.00,1.00, 
2017-04-17,Toronto-North,31.00,25.00,3.00,1.00, 
2017-04-18,Toronto-North,11.00,34.00,5.00,1.00, 
2017-04-19,Toronto-North,22.00,32.00,8.00,1.00, 
2017-04-20,Toronto-North,20.00,24.00,6.00,1.00, 
2017-04-21,Toronto-North,28.00,22.00,7.00,1.00, 
2017-04-22,Toronto-North,38.00,29.00,2.00,1.00, 
2017-04-23,Toronto-North,6.00,36.00,12.00,2.00, 
2017-04-24,Toronto-North,23.00,29.00,6.00,1.00, 
2017-04-25,Toronto-North,23.00,28.00,5.00,1.00, 
2017-04-26,Toronto-North,26.00,24.00,6.00,1.00, 
2017-04-27,Toronto-North,15.00,37.00,7.00,1.00, 
2017-04-28,Toronto-North,16.00,32.00,7.00,1.00, 
2017-04-29,Toronto-North,47.00,33.00,4.00,1.00, 
2017-04-30,Toronto-North,22.00,27.00,2.00,1.00, 
2017-05-01,Toronto-North,8.00,20.00,9.00,1.00, 
2017-05-02,Toronto-North,24.00,26.00,7.00,1.00, 
2017-05-03,Toronto-North,19.00,34.00,3.00,1.00, 
2017-05-04,Toronto-North,11.00,31.00,11.00,1.00, 
2017-05-05,Toronto-North,22.00,31.00,6.00,1.00, 
2017-05-06,Toronto-North,15.00,27.00,2.00,1.00, 
2017-05-07,Toronto-North,5.00,28.00,2.00,1.00, 
2017-05-08,Toronto-North,9.00,29.00,5.00,1.00, 
2017-05-09,Toronto-North,10.00,28.00,7.00,1.00, 
2017-05-10,Toronto-North,23.00,23.00,6.00,1.00, 
2017-05-11,Toronto-North,14.00,26.00,7.00,1.00, 
2017-05-12,Toronto-North,12.00,27.00,15.00,1.00, 
2017-05-13,Toronto-North,40.00,30.00,14.00,1.00, 
2017-05-14,Toronto-North,51.00,27.00,6.00,1.00, 
2017-05-15,Toronto-North,33.00,27.00,4.00,1.00, 
2017-05-16,Toronto-North,5.00,29.00,15.00,2.00, 
2017-05-17,Toronto-North,23.00,47.00,10.00,1.00, 
2017-05-18,Toronto-North,35.00,43.00,8.00,2.00, 
2017-05-19,Toronto-North,44.00,28.00,4.00,1.00, 
2017-05-20,Toronto-North,21.00,31.00,2.00,1.00, 
2017-05-21,Toronto-North,18.00,31.00,3.00,1.00, 
2017-05-22,Toronto-North,36.00,32.00,7.00,1.00, 
2017-05-23,Toronto-North,30.00,39.00,11.00,1.00, 
2017-05-24,Toronto-North,39.00,42.00,6.00,1.00, 
2017-05-25,Toronto-North,39.00,35.00,3.00,1.00, 
2017-05-26,Toronto-North,28.00,20.00,4.00,1.00, 
2017-05-27,Toronto-North,7.00,20.00,6.00,1.00, 
2017-05-28,Toronto-North,24.00,27.00,8.00,1.00, 
2017-05-29,Toronto-North,33.00,39.00,7.00,1.00, 
2017-05-30,Toronto-North,27.00,33.00,12.00,1.00, 
2017-05-31,Toronto-North,35.00,36.00,11.00,1.00, 
2017-06-01,Toronto-North,29.00,27.00,3.00,1.00, 
2017-06-02,Toronto-North,11.00,29.00,8.00,1.00, 
2017-06-03,Toronto-North,16.00,40.00,4.00,1.00, 
2017-06-04,Toronto-North,22.00,31.00,5.00,1.00, 
2017-06-05,Toronto-North,34.00,22.00,3.00,1.00, 
2017-06-06,Toronto-North,38.00,19.00,4.00,1.00, 
2017-06-07,Toronto-North,6.00,30.00,6.00,1.00, 
2017-06-08,Toronto-North,19.00,34.00,13.00,3.00, 
2017-06-09,Toronto-North,32.00,40.00,12.00,1.00, 
2017-06-10,Toronto-North,30.00,59.00,11.00,2.00, 
2017-06-11,Toronto-North,35.00,57.00,3.00,1.00, 
2017-06-12,Toronto-North,42.00,53.00,8.00,1.00, 
2017-06-13,Toronto-North,53.00,35.00,8.00,1.00, 
2017-06-14,Toronto-North,34.00,26.00,5.00,1.00, 
2017-06-15,Toronto-North,33.00,27.00,7.00,1.00, 
2017-06-16,Toronto-North,23.00,45.00,11.00,, 
2017-06-17,Toronto-North,35.00,38.00,6.00,, 
2017-06-18,Toronto-North,23.00,36.00,5.00,, 
2017-06-19,Toronto-North,46.00,28.00,7.00,, 
2017-06-20,Toronto-North,23.00,24.00,5.00,, 
2017-06-21,Toronto-North,14.00,18.00,6.00,, 
2017-06-22,Toronto-North,16.00,28.00,12.00,, 
2017-06-23,Toronto-North,19.00,27.00,9.00,, 
2017-06-24,Toronto-North,19.00,26.00,4.00,, 
2017-06-25,Toronto-North,24.00,30.00,3.00,, 
2017-06-26,Toronto-North,17.00,19.00,6.00,, 
2017-06-27,Toronto-North,14.00,19.00,9.00,, 
2017-06-28,Toronto-North,22.00,31.00,10.00,, 
2017-06-29,Toronto-North,28.00,34.00,10.00,, 
2017-06-30,Toronto-North,18.00,39.00,10.00,, 
2017-07-01,Toronto-North,39.00,32.00,5.00,, 
2017-01-03,Toronto-North,48.00,14.00,16.00,1.00, 
2017-01-04,Toronto-North,27.00,23.00,7.00,1.00, 
2017-01-05,Toronto-North,11.00,25.00,7.00,, 
2017-01-06,Toronto-North,17.00,25.00,10.00,, 
2017-01-07,Toronto-North,26.00,24.00,15.00,, 
2017-01-08,Toronto-North,39.00,27.00,6.00,, 
2017-01-09,Toronto-North,19.00,21.00,12.00,1.00, 
2017-01-10,Toronto-North,36.00,21.00,15.00,1.00, 
2017-01-11,Toronto-North,39.00,23.00,14.00,1.00, 
2017-01-12,Toronto-North,39.00,23.00,9.00,1.00, 
2017-01-13,Toronto-North,24.00,32.00,5.00,1.00, 
2017-01-14,Toronto-North,16.00,22.00,16.00,, 
2017-01-15,Toronto-North,35.00,28.00,14.00,, 
2017-01-16,Toronto-North,39.00,13.00,29.00,, 
2017-01-17,Toronto-North,82.00,18.00,24.00,, 
2017-01-18,Toronto-North,65.00,19.00,16.00,, 
2017-01-19,Toronto-North,41.00,18.00,15.00,, 
2017-01-20,Toronto-North,48.00,14.00,16.00,1.00, 
2017-01-21,Toronto-North,46.00,2.00,19.00,1.00, 
2017-01-22,Toronto-North,57.00,12.00,12.00,1.00, 
2017-01-23,Toronto-North,29.00,18.00,9.00,1.00, 
2017-01-24,Toronto-North,23.00,21.00,7.00,1.00, 
2017-01-25,Toronto-North,20.00,17.00,14.00,1.00, 
2017-01-26,Toronto-North,29.00,17.00,11.00,1.00, 
2017-01-27,Toronto-North,29.00,23.00,5.00,1.00, 
2017-01-28,Toronto-North,8.00,24.00,8.00,1.00, 
2017-01-29,Toronto-North,37.00,27.00,4.00,1.00, 
2017-01-30,Toronto-North,5.00,28.00,11.00,1.00, 
2017-01-31,Toronto-North,10.00,18.00,24.00,1.00, 
2017-02-01,Toronto-North,38.00,24.00,13.00,1.00, 
2017-02-02,Toronto-North,25.00,27.00,9.00,1.00, 
2017-02-03,Toronto-North,14.00,27.00,9.00,1.00, 
2017-02-04,Toronto-North,26.00,28.00,8.00,1.00, 
2017-02-05,Toronto-North,29.00,25.00,9.00,, 
2017-02-06,Toronto-North,35.00,26.00,19.00,, 
2017-02-07,Toronto-North,32.00,25.00,11.00,, 
2017-02-08,Toronto-North,34.00,26.00,7.00,, 
2017-02-09,Toronto-North,18.00,28.00,5.00,, 
2017-02-10,Toronto-North,17.00,25.00,10.00,, 
2017-02-11,Toronto-North,27.00,19.00,17.00,, 
2017-02-12,Toronto-North,59.00,23.00,11.00,, 
2017-02-13,Toronto-North,38.00,25.00,13.00,, 
2017-02-14,Toronto-North,23.00,19.00,26.00,, 
2017-02-15,Toronto-North,55.00,22.00,14.00,1.00, 
2017-02-16,Toronto-North,19.00,21.00,9.00,1.00, 
2017-02-17,Toronto-North,23.00,24.00,11.00,1.00, 
2017-02-18,Toronto-North,41.00,36.00,17.00,1.00, 
2017-02-19,Toronto-North,48.00,30.00,11.00,1.00, 
2017-02-20,Toronto-North,24.00,30.00,7.00,1.00, 
2017-02-21,Toronto-North,27.00,32.00,18.00,, 
2017-02-22,Toronto-North,33.00,12.00,25.00,, 
2017-02-23,Toronto-North,72.00,23.00,12.00,, 
2017-02-24,Toronto-North,40.00,15.00,5.00,, 
2017-02-25,Toronto-North,23.00,23.00,7.00,, 
2017-02-26,Toronto-North,20.00,29.00,4.00,, 
2017-02-27,Toronto-North,17.00,28.00,11.00,, 
2017-02-28,Toronto-North,34.00,19.00,23.00,, 
2017-03-01,Toronto-North,52.00,22.00,9.00,, 
2017-03-02,Toronto-North,21.00,30.00,5.00,, 
2017-03-03,Toronto-North,13.00,28.00,8.00,, 
2017-03-04,Toronto-North,13.00,32.00,5.00,, 
2017-03-05,Toronto-North,17.00,29.00,8.00,, 
2017-03-06,Toronto-North,18.00,25.00,11.00,, 
2017-03-07,Toronto-North,31.00,24.00,12.00,, 
2017-03-08,Toronto-North,32.00,31.00,7.00,, 
2017-03-09,Toronto-North,18.00,31.00,6.00,, 
2017-03-10,Toronto-North,21.00,29.00,6.00,, 
2017-03-11,Toronto-North,20.00,29.00,3.00,, 
2017-03-12,Toronto-North,18.00,28.00,4.00,, 
2017-03-13,Toronto-North,21.00,26.00,7.00,, 
2017-03-14,Toronto-North,18.00,28.00,5.00,, 
2017-03-15,Toronto-North,16.00,31.00,5.00,, 
2017-03-16,Toronto-North,14.00,31.00,13.00,, 
2017-03-17,Toronto-North,19.00,31.00,22.00,, 
2017-03-18,Toronto-North,42.00,36.00,6.00,1.00, 
2017-03-19,Toronto-North,38.00,37.00,9.00,1.00, 
2017-03-20,Toronto-North,37.00,22.00,23.00,1.00, 
2017-03-21,Toronto-North,77.00,32.00,18.00,, 
2017-03-22,Toronto-North,49.00,30.00,3.00,, 
2017-03-23,Toronto-North,19.00,30.00,17.00,, 
2017-03-24,Toronto-North,32.00,27.00,13.00,, 
2017-03-25,Toronto-North,43.00,24.00,4.00,, 
2017-03-26,Toronto-North,29.00,27.00,3.00,, 
2017-03-27,Toronto-North,29.00,15.00,17.00,1.00, 
2017-03-28,Toronto-North,53.00,23.00,5.00,1.00, 
2017-03-29,Toronto-North,19.00,29.00,10.00,1.00, 
2017-03-30,Toronto-North,21.00,32.00,4.00,1.00, 
2017-03-31,Toronto-North,22.00,29.00,6.00,1.00, 
2017-04-01,Toronto-North,14.00,34.00,4.00,1.00, 
2016-10-02,Toronto-North,14.00,24.00,6.00,1.00, 
2016-10-03,Toronto-North,20.00,13.00,7.00,1.00, 
2016-10-04,Toronto-North,12.00,20.00,11.00,1.00, 
2016-10-05,Toronto-North,18.00,28.00,13.00,1.00, 
2016-10-06,Toronto-North,30.00,30.00,12.00,1.00, 
2016-10-07,Toronto-North,40.00,31.00,16.00,1.00, 
2016-10-08,Toronto-North,31.00,27.00,8.00,, 
2016-10-09,Toronto-North,26.00,20.00,3.00,, 
2016-10-10,Toronto-North,5.00,16.00,10.00,, 
2016-10-11,Toronto-North,33.00,21.00,20.00,, 
2016-10-12,Toronto-North,40.00,39.00,17.00,, 
2016-10-13,Toronto-North,35.00,31.00,3.00,, 
2016-10-14,Toronto-North,13.00,21.00,15.00,1.00, 
2016-10-15,Toronto-North,23.00,28.00,13.00,1.00, 
2016-10-16,Toronto-North,30.00,27.00,6.00,1.00, 
2016-10-17,Toronto-North,43.00,9.00,14.00,1.00, 
2016-10-18,Toronto-North,38.00,26.00,8.00,1.00, 
2016-10-19,Toronto-North,29.00,19.00,10.00,1.00, 
2016-10-20,Toronto-North,16.00,16.00,17.00,1.00, 
2016-10-21,Toronto-North,23.00,18.00,4.00,1.00, 
2016-10-22,Toronto-North,14.00,15.00,1.00,1.00, 
2016-10-23,Toronto-North,11.00,21.00,4.00,1.00, 
2016-10-24,Toronto-North,26.00,22.00,4.00,1.00, 
2016-10-25,Toronto-North,15.00,25.00,3.00,, 
2016-10-26,Toronto-North,12.00,22.00,12.00,, 
2016-10-27,Toronto-North,16.00,15.00,10.00,, 
2016-10-28,Toronto-North,18.00,22.00,8.00,, 
2016-10-29,Toronto-North,28.00,21.00,7.00,, 
2016-10-30,Toronto-North,36.00,16.00,3.00,, 
2016-10-31,Toronto-North,17.00,20.00,18.00,, 
2016-11-01,Toronto-North,25.00,16.00,20.00,, 
2016-11-02,Toronto-North,20.00,15.00,22.00,1.00, 
2016-11-03,Toronto-North,57.00,15.00,7.00,1.00, 
2016-11-04,Toronto-North,19.00,21.00,6.00,1.00, 
2016-11-05,Toronto-North,17.00,21.00,7.00,1.00, 
2016-11-06,Toronto-North,28.00,19.00,4.00,1.00, 
2016-11-07,Toronto-North,25.00, , ,1.00, 
2016-11-10,Toronto-North,13.00,23.00,15.00,1.00, 
2016-11-11,Toronto-North,29.00,26.00,5.00,1.00, 
2016-11-12,Toronto-North,13.00,25.00,14.00,1.00, 
2016-11-13,Toronto-North,12.00,24.00,8.00,1.00, 
2016-11-14,Toronto-North,40.00,19.00,18.00,1.00, 
2016-11-15,Toronto-North,44.00,18.00,28.00,1.00, 
2016-11-16,Toronto-North,72.00,15.00,20.00,1.00, 
2016-11-17,Toronto-North,54.00,16.00,18.00,1.00, 
2016-11-18,Toronto-North,19.00,15.00,26.00,1.00, 
2016-11-19,Toronto-North,57.00,20.00,13.00,1.00, 
2016-11-20,Toronto-North,34.00,27.00,2.00,1.00, 
2016-11-21,Toronto-North,11.00,28.00,3.00,1.00, 
2016-11-22,Toronto-North,11.00,27.00,5.00,1.00, 
2016-11-23,Toronto-North,13.00,13.00,22.00,, 
2016-11-24,Toronto-North,34.00,17.00,18.00,, 
2016-11-25,Toronto-North,37.00,15.00,17.00,, 
2016-11-26,Toronto-North,44.00,13.00,9.00,, 
2016-11-27,Toronto-North,23.00,20.00,9.00,, 
2016-11-28,Toronto-North,25.00,15.00,19.00,, 
2016-11-29,Toronto-North,41.00,18.00,16.00,, 
2016-11-30,Toronto-North,43.00,9.00,24.00,, 
2016-12-01,Toronto-North,45.00,15.00,7.00,, 
2016-12-02,Toronto-North,26.00,19.00,6.00,1.00, 
2016-12-03,Toronto-North,10.00,23.00,4.00,1.00, 
2016-12-04,Toronto-North,10.00,19.00,10.00,1.00, 
2016-12-05,Toronto-North,14.00,20.00,11.00,1.00, 
2016-12-06,Toronto-North,27.00,17.00,16.00,1.00, 
2016-12-07,Toronto-North,31.00,16.00,11.00,1.00, 
2016-12-08,Toronto-North,30.00,18.00,10.00,1.00, 
2016-12-09,Toronto-North,26.00,27.00,7.00,1.00, 
2016-12-10,Toronto-North,8.00,23.00,16.00,1.00, 
2016-12-11,Toronto-North,19.00,14.00,15.00,1.00, 
2016-12-12,Toronto-North,39.00,17.00,14.00,1.00, 
2016-12-13,Toronto-North,36.00,18.00,12.00,1.00, 
2016-12-14,Toronto-North,54.00,28.00,11.00,1.00, 
2016-12-15,Toronto-North,25.00,27.00,9.00,1.00, 
2016-12-16,Toronto-North,13.00,19.00,24.00,1.00, 
2016-12-17,Toronto-North,36.00,16.00,23.00,, 
2016-12-18,Toronto-North,52.00,27.00,9.00,, 
2016-12-19,Toronto-North,30.00,25.00,18.00,, 
2016-12-20,Toronto-North,25.00,22.00,17.00,, 
2016-12-21,Toronto-North,48.00,14.00,25.00,, 
2016-12-22,Toronto-North,74.00,14.00,21.00,, 
2016-12-23,Toronto-North,71.00,19.00,19.00,1.00, 
2016-12-24,Toronto-North,60.00,22.00,15.00,1.00, 
2016-12-25,Toronto-North,41.00,23.00,8.00,1.00, 
2016-12-26,Toronto-North,20.00,22.00,11.00,1.00, 
2016-12-27,Toronto-North,33.00,22.00,3.00,1.00, 
2016-12-28,Toronto-North,15.00,21.00,9.00,1.00, 
2016-12-29,Toronto-North,27.00,22.00,12.00,1.00, 
2016-12-30,Toronto-North,30.00,23.00,6.00,1.00, 
2016-12-31,Toronto-North,15.00,22.00,8.00,1.00, 
2017-01-01,Toronto-North,23.00,20.00,13.00,1.00, 
2017-01-02,Toronto-North,38.00,20.00,18.00,1.00, 
2016-07-02,Toronto-North,33.00,23.00,2.00,, 
2016-07-03,Toronto-North,19.00,28.00,3.00,, 
2016-07-04,Toronto-North,27.00,36.00,9.00,, 
2016-07-05,Toronto-North,30.00,52.00,10.00,, 
2016-07-06,Toronto-North,40.00,53.00,10.00,, 
2016-07-07,Toronto-North,42.00,39.00,6.00,, 
2016-07-08,Toronto-North,44.00,41.00,8.00,, 
2016-07-09,Toronto-North,51.00,36.00,3.00,, 
2016-07-10,Toronto-North,12.00,23.00,1.00,, 
2016-07-11,Toronto-North,20.00,22.00,9.00,1.00, 
2016-07-12,Toronto-North,19.00,51.00,12.00,1.00, 
2016-07-13,Toronto-North,38.00,47.00,13.00,1.00, 
2016-07-14,Toronto-North,55.00,36.00,5.00,1.00, 
2016-07-15,Toronto-North,29.00,22.00,8.00,1.00, 
2016-07-16,Toronto-North,31.00,28.00,6.00,1.00, 
2016-07-17,Toronto-North,13.00,38.00,8.00,1.00, 
2016-07-18,Toronto-North,35.00,34.00,4.00,1.00, 
2016-07-19,Toronto-North,32.00,21.00,3.00,1.00, 
2016-07-20,Toronto-North,13.00,38.00,8.00,1.00, 
2016-07-21,Toronto-North,32.00,53.00,14.00,1.00, 
2016-07-22,Toronto-North,57.00,36.00,4.00,, 
2016-07-23,Toronto-North,32.00,29.00,2.00,, 
2016-07-24,Toronto-North,21.00,24.00,5.00,, 
2016-07-25,Toronto-North,28.00,29.00,8.00,, 
2016-07-26,Toronto-North,27.00,28.00,2.00,, 
2016-07-27,Toronto-North,14.00,33.00,9.00,1.00, 
2016-07-28,Toronto-North,25.00,32.00,10.00,1.00, 
2016-07-29,Toronto-North,35.00,24.00,5.00,1.00, 
2016-07-30,Toronto-North,17.00,19.00,4.00,1.00, 
2016-07-31,Toronto-North,8.00,21.00,6.00,1.00, 
2016-08-01,Toronto-North,24.00,28.00,5.00,1.00, 
2016-08-02,Toronto-North,18.00,30.00,10.00,1.00, 
2016-08-03,Toronto-North,27.00,36.00,14.00,1.00, 
2016-08-04,Toronto-North,21.00,45.00,11.00,1.00, 
2016-08-05,Toronto-North,36.00,45.00,7.00,1.00, 
2016-08-06,Toronto-North,46.00,25.00,1.00,1.00, 
2016-08-07,Toronto-North,16.00,20.00,1.00,, 
2016-08-08,Toronto-North,10.00,26.00,5.00,, 
2016-08-09,Toronto-North,15.00,43.00,13.00,, 
2016-08-10,Toronto-North,31.00,58.00,11.00,, 
2016-08-11,Toronto-North,39.00,59.00,9.00,, 
2016-08-12,Toronto-North,48.00,37.00,5.00,, 
2016-08-13,Toronto-North,26.00,27.00,4.00,, 
2016-08-14,Toronto-North,18.00,24.00,2.00,, 
2016-08-15,Toronto-North,10.00,25.00,9.00,, 
2016-08-16,Toronto-North,24.00,25.00,5.00,1.00, 
2016-08-17,Toronto-North,17.00,33.00,9.00,1.00, 
2016-08-18,Toronto-North,11.00,41.00,9.00,1.00, 
2016-08-19,Toronto-North,30.00,40.00,13.00,1.00, 
2016-08-20,Toronto-North,41.00,48.00,7.00,1.00, 
2016-08-21,Toronto-North,36.00,26.00,1.00,1.00, 
2016-08-22,Toronto-North,24.00,25.00,5.00,1.00, 
2016-08-23,Toronto-North,8.00,38.00,12.00,1.00, 
2016-08-24,Toronto-North,24.00,44.00,11.00,1.00, 
2016-08-25,Toronto-North,41.00,31.00,8.00,1.00, 
2016-08-26,Toronto-North,36.00,32.00,5.00,1.00, 
2016-08-27,Toronto-North,21.00,28.00,5.00,, 
2016-08-28,Toronto-North,24.00,32.00,4.00,, 
2016-08-29,Toronto-North,22.00,32.00,5.00,, 
2016-08-30,Toronto-North,15.00,41.00,12.00,, 
2016-08-31,Toronto-North,30.00,27.00,4.00,, 
2016-09-01,Toronto-North,27.00,16.00,3.00,, 
2016-09-02,Toronto-North,11.00,25.00,2.00,, 
2016-09-03,Toronto-North,16.00,25.00,5.00,1.00, 
2016-09-04,Toronto-North,23.00,31.00,10.00,1.00, 
2016-09-05,Toronto-North,26.00,45.00,10.00,1.00, 
2016-09-06,Toronto-North,41.00,46.00,15.00,1.00, 
2016-09-07,Toronto-North,42.00,36.00,12.00,1.00, 
2016-09-08,Toronto-North,51.00,26.00,7.00,1.00, 
2016-09-09,Toronto-North,27.00,32.00,6.00,1.00, 
2016-09-10,Toronto-North,13.00,28.00,7.00,1.00, 
2016-09-11,Toronto-North,26.00,25.00,2.00,1.00, 
2016-09-12,Toronto-North,9.00,25.00,12.00,1.00, 
2016-09-13,Toronto-North,19.00,42.00,12.00,1.00, 
2016-09-14,Toronto-North,30.00,28.00,2.00,1.00, 
2016-09-15,Toronto-North,26.00,17.00,8.00,1.00, 
2016-09-16,Toronto-North,14.00,31.00,13.00,1.00, 
2016-09-17,Toronto-North,22.00,21.00,7.00,1.00, 
2016-09-18,Toronto-North,30.00,30.00,5.00,1.00, 
2016-09-19,Toronto-North,30.00,37.00,12.00,1.00, 
2016-09-20,Toronto-North,26.00,33.00,8.00,1.00, 
2016-09-21,Toronto-North,29.00,30.00,20.00,1.00, 
2016-09-22,Toronto-North,33.00,38.00,21.00,1.00, 
2016-09-23,Toronto-North,40.00,21.00,8.00,1.00, 
2016-09-24,Toronto-North,36.00,21.00,3.00,, 
2016-09-25,Toronto-North,16.00,24.00,6.00,, 
2016-09-26,Toronto-North,21.00,17.00,13.00,, 
2016-09-27,Toronto-North,24.00,29.00,10.00,, 
2016-09-28,Toronto-North,26.00,33.00,15.00,, 
2016-09-29,Toronto-North,27.00,20.00,6.00,, 
2016-09-30,Toronto-North,25.00,23.00,6.00,, 
2016-10-01,Toronto-North,16.00,21.00,5.00,, 
2016-04-02,Toronto-North,17.00,30.00,10.00,, 
2016-04-03,Toronto-North,17.00,30.00,2.00,, 
2016-04-04,Toronto-North,16.00,33.00,5.00,1.00, 
2016-04-05,Toronto-North,20.00,31.00,7.00,1.00, 
2016-04-06,Toronto-North,29.00,21.00,18.00,1.00, 
2016-04-07,Toronto-North,29.00,33.00,6.00,1.00, 
2016-04-08,Toronto-North,24.00,33.00,2.00,1.00, 
2016-04-09,Toronto-North,15.00,32.00,2.00,1.00, 
2016-04-10,Toronto-North,17.00,26.00,11.00,1.00, 
2016-04-11,Toronto-North,22.00,26.00,16.00,1.00, 
2016-04-12,Toronto-North,47.00,27.00,7.00,1.00, 
2016-04-13,Toronto-North,13.00,25.00,17.00,1.00, 
2016-04-14,Toronto-North,19.00,29.00,17.00,1.00, 
2016-04-15,Toronto-North,30.00,20.00,25.00,1.00, 
2016-04-16,Toronto-North,32.00, , ,1.00, 
2016-04-19,Toronto-North,51.00,37.00,3.00,1.00, 
2016-04-20,Toronto-North,23.00,32.00,11.00,1.00, 
2016-04-21,Toronto-North,21.00,30.00,23.00,1.00, 
2016-04-22,Toronto-North,39.00,27.00,14.00,1.00, 
2016-04-23,Toronto-North,51.00,36.00,2.00,1.00, 
2016-04-24,Toronto-North,19.00,32.00,7.00,1.00, 
2016-04-25,Toronto-North,33.00,22.00,16.00,1.00, 
2016-04-26,Toronto-North,36.00,25.00,8.00,1.00, 
2016-04-27,Toronto-North,21.00,33.00,7.00,1.00, 
2016-04-28,Toronto-North,19.00,26.00,9.00,1.00, 
2016-04-29,Toronto-North,19.00,24.00,12.00,1.00, 
2016-04-30,Toronto-North,23.00,31.00,13.00,1.00, 
2016-05-01,Toronto-North,25.00,27.00,7.00,1.00, 
2016-05-02,Toronto-North,26.00,27.00,7.00,1.00, 
2016-05-03,Toronto-North,21.00,26.00,20.00,1.00, 
2016-05-04,Toronto-North,35.00,31.00,16.00,1.00, 
2016-05-05,Toronto-North,33.00,27.00,9.00,1.00, 
2016-05-06,Toronto-North,33.00,32.00,7.00,1.00, 
2016-05-07,Toronto-North,21.00,30.00,14.00,1.00, 
2016-05-08,Toronto-North,29.00,26.00,1.00,1.00, 
2016-05-09,Toronto-North,13.00,33.00,3.00,1.00, 
2016-05-10,Toronto-North,16.00,31.00,9.00,1.00, 
2016-05-11,Toronto-North,17.00,31.00,19.00,, 
2016-05-12,Toronto-North,31.00,39.00,19.00,, 
2016-05-13,Toronto-North,35.00,31.00,8.00,, 
2016-05-14,Toronto-North,32.00,21.00,5.00,, 
2016-05-15,Toronto-North,25.00,28.00,1.00,, 
2016-05-16,Toronto-North,6.00,32.00,6.00,, 
2016-05-17,Toronto-North,23.00,30.00,8.00,, 
2016-05-18,Toronto-North,27.00,27.00,8.00,, 
2016-05-19,Toronto-North,24.00,33.00,8.00,, 
2016-05-20,Toronto-North,16.00,37.00,17.00,, 
2016-05-21,Toronto-North,34.00,47.00,11.00,, 
2016-05-22,Toronto-North,35.00,36.00,4.00,, 
2016-05-23,Toronto-North,34.00,40.00,3.00,, 
2016-05-24,Toronto-North,39.00,61.00,11.00,, 
2016-05-25,Toronto-North,59.00,58.00,14.00,, 
2016-05-26,Toronto-North,53.00,41.00,21.00,, 
2016-05-27,Toronto-North,63.00,46.00,17.00,, 
2016-05-28,Toronto-North,55.00,53.00,12.00,, 
2016-05-29,Toronto-North,49.00,46.00,6.00,, 
